Feature_Selection_Algorithm	Feature	Mean_Rank
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-46_2	150.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-47_3	155.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-47_1	155.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-47_2	156.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-48_1	156.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-44_3	157.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-48_3	158.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-46_3	159.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-10_1	160.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-46_1	163.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-44_1	165.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-45_3	167.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-45_1	168.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-35_3	1.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-36_3	1.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-34_2	2.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-32_1	7.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-12_2	16.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-33_2	17.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-31_1	19.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-35_1	19.6
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-37_3	22.6
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-12_3	26.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-12_1	26.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-2_3	30.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-2_1	33.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-45_2	34.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-21_1	35.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-32_3	37.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-10_3	37.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-42_3	38.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-5_1	38.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-40_1	39.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-49_1	39.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-49_2	42.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-13_3	45.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-19_2	46.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-19_3	46.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-43_3	47.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-11_2	48.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p1_1	48.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-43_1	49.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-24_1	50.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-46_2	50.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-9_1	51.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p5_1	54.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-25_3	54.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-37_1	56.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-13_2	57.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-36_1	58.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-44_3	59.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-34_3	59.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-3_3	60.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p3_3	63.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-20_3	63.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-9_3	64.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-8_3	65.6
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-30_2	66.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-13_1	68.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-9_2	68.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-35_2	69.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p5_3	70.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-38_3	70.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-32_2	70.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-41_2	73.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-45_1	75.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-42_2	75.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-27_3	77.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-18_3	77.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-28_3	78.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-25_2	80.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p3_1	80.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-14_3	80.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-25_1	80.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-43_2	82.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p2_2	82.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-6_3	82.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-10_1	83.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-27_2	84.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-37_2	84.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-2_2	87.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p1_3	87.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-40_3	87.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p7_3	88.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-31_2	88.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-24_2	88.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-30_1	89.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-44_1	90.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-3_1	90.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p1_2	90.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-39_1	91.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-44_2	91.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p4_2	91.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-6_1	92.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-33_3	92.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-6_2	92.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-41_1	94.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-42_1	94.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-48_2	94.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p4_1	94.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p5_2	95.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-47_3	95.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-16_3	95.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-38_2	95.6
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-16_2	96.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-26_3	96.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-20_2	97.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-34_1	97.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-11_1	98.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p2_1	98.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-17_2	98.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-45_3	99.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-8_1	99.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-16_1	100.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-14_2	100.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-38_1	101.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-33_1	101.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-21_2	101.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-29_2	101.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-31_3	102.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-47_1	103.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-11_3	103.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-7_1	103.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-29_1	103.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-50_3	104.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-1_2	104.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-41_3	104.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-48_1	104.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-17_1	105.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-27_1	105.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p6_3	105.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p4_3	106.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-3_2	106.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-4_1	106.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-18_1	106.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-40_2	107.6
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-39_3	108.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-26_2	109.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p3_2	109.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-28_2	109.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-50_2	109.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-19_1	109.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-50_1	110.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-46_3	110.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p6_1	110.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-47_2	110.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-24_3	112.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-39_2	112.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p2_3	113.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-15_2	113.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-29_3	114.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p7_2	114.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-4_2	114.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-8_2	115.8
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-22_3	116.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-22_1	116.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-14_1	116.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-36_2	117.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-20_1	117.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-23_3	117.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-7_3	118.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-1_3	118.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-5_2	119.0
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-28_1	119.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-48_3	119.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-1_1	119.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-26_1	119.7
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-7_2	120.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-17_3	120.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-21_3	120.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-49_3	121.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-23_1	121.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-15_1	121.9
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-10_2	122.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p7_1	125.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p6_2	126.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-5_3	126.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-46_1	127.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-15_3	128.2
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-23_2	128.5
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-18_2	131.1
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-30_3	132.4
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-4_3	135.3
/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	p-22_2	143.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-35_3	1.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-36_3	1.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-34_2	4.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-32_1	10.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-2_3	17.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-12_2	19.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-33_2	20.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-31_1	23.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-35_1	25.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-12_3	26.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-37_3	28.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-13_3	37.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-45_2	38.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-9_1	38.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-2_1	39.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-11_1	41.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-36_1	46.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p1_1	47.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-38_3	47.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-9_3	47.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-45_1	48.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-49_2	50.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-12_1	51.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-47_2	51.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-49_1	51.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-34_3	52.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-42_1	53.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-14_3	53.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p5_3	53.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-32_3	54.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-18_3	55.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-5_1	57.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-10_3	57.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-41_2	58.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-43_2	60.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-23_1	62.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-10_1	63.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-7_1	64.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-43_1	64.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-35_2	65.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-46_2	65.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p1_3	66.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-8_2	67.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-30_2	67.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-37_2	68.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-25_3	68.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-3_3	70.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-21_1	70.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-41_1	72.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p5_1	73.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-19_3	73.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-19_2	73.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-40_1	73.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-22_1	74.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-7_2	74.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-24_1	74.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-30_1	75.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-48_1	76.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-7_3	76.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p6_3	77.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-43_3	77.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-11_2	78.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-50_2	78.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-27_3	78.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-34_1	79.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-44_1	79.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-1_3	80.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-27_2	80.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-44_2	80.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-42_3	81.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-20_3	81.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-8_3	82.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-6_3	83.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-29_2	84.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-40_3	85.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-46_1	86.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-31_2	86.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-18_1	87.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-16_3	88.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-27_1	89.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-41_3	89.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-21_3	89.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-45_3	89.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-2_2	89.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-20_1	90.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-20_2	90.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-46_3	90.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-3_2	90.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-33_3	91.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-16_2	91.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-25_2	92.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-26_1	92.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-13_2	92.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-6_2	92.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-28_3	93.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p4_1	93.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-23_2	93.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-42_2	94.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-22_3	95.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-13_1	95.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-25_1	95.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p4_2	95.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p7_3	95.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-32_2	95.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-44_3	97.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-6_1	97.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-28_2	98.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-26_3	98.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-28_1	98.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-9_2	99.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-14_1	99.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-23_3	100.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-33_1	100.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-11_3	100.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-26_2	101.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-37_1	101.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-17_1	101.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p5_2	102.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-31_3	102.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p1_2	104.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-19_1	104.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-38_2	105.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-47_3	106.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-47_1	106.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-21_2	106.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p3_1	108.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-39_2	108.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p2_2	108.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-8_1	109.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p3_3	109.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p3_2	109.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p2_3	110.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-15_1	110.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-29_1	111.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-38_1	113.1
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-4_1	113.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-29_3	113.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-5_2	113.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-48_2	114.2
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-18_2	115.5
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-30_3	115.7
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-50_3	116.6
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-15_3	117.0
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-49_3	117.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-24_3	119.3
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p2_1	119.4
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-14_2	119.8
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-4_3	119.9
/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	p-50_1	120.1
